Y,M,W,D
0.6681818681192111,0.638573382113038,0.46795512658082056,0.5491419225541914
0.60499465750439,0.5771218438560818,0.424889544124761,0.5011356568611642
0.550716638639976,0.523702203672718,0.4022187924719541,0.4581880168620856
0.4925053735051201,0.46775115649364113,0.37374858906728703,0.420971643131925
0.4370859920296699,0.4117975963360773,0.3392025062772108,0.3739881596830296
0.39646541199235213,0.37317898061027677,0.31736103752505124,0.3456082559719887
0.36640341069172466,0.3436552528579894,0.30074405104696955,0.3170717099352698
0.3371720356152873,0.3363960491324523,0.32711985441477964,0.3151090737370712
0.32914150571887085,0.32737222260614945,0.3082352399161502,0.3216788371610881
0.32260192994753356,0.32018408032782264,0.2875077745271935,0.2986892723042546
0.3206263937931027,0.31810370643385316,0.3068162447305982,0.3010665499527769
0.31728890307591556,0.3155687626536029,0.29673585036050765,0.3012969063140678
0.3167492987842669,0.31401462506942684,0.2986247725230933,0.3071387436364056
0.3242633039025658,0.32156417088346784,0.2984865587063187,0.2965331367625717
0.3194737344386051,0.31686694872523347,0.2941097878417912,0.2978415608947041
0.31853651312866715,0.3127993672878609,0.29153440372255873,0.2902398009721038
0.32397546814445755,0.3101794476054456,0.2888023772776485,0.2883600930639699
0.35513421548850355,0.3219644790490889,0.29484692819792213,0.2929303632719817
0.3840044052911759,0.3282885290210622,0.28400635783557154,0.2775702011011033
0.4006777303536189,0.34901138728279313,0.33160719633272673,0.3453686853562461
0.4142415516804497,0.36205365255605976,0.3266775702011011,0.3178641358181106
0.4248515462944985,0.37091162250223314,0.33670267904448176,0.3344866508488632
0.4369276604240092,0.39272278659530735,0.37049595724585926,0.3787611434889774
0.43948422113771907,0.4046204367044707,0.39341180806707976,0.3934486650848863
0.4341119597731977,0.409317658862705,0.39100688765520253,0.3794614268273018
0.41992955483084704,0.3993877639819912,0.37428301582548196,0.3632166962290663
0.39587455889499146,0.384788289706398,0.3513717721314874,0.3701366013222455
0.38107023565455755,0.3764719131607708,0.3353620050217686,0.3419870539724954
0.3659477134937272,0.36160829692423063,0.3208034829881826,0.3244338992421275
0.3496223362303388,0.34172905484784954,0.3109442307249314,0.3141231485107461
0.33552917792396264,0.32103486315552376,0.30738752850659967,0.3107138743636405
0.3371720356152873,0.3363960491324523,0.32711985441477964,0.3391306350924881
0.32914150571887085,0.32737222260614945,0.3082352399161502,0.2947916426712124
0.32260192994753356,0.32018408032782264,0.2875077745271935,0.2763262767501324
0.3206263937931027,0.31810370643385316,0.3068162447305982,0.3125659395084195
0.31728890307591556,0.3155687626536029,0.29673585036050765,0.2921747944069475
0.3167492987842669,0.31401462506942684,0.2986247725230933,0.2901108014097809
